,category,sub_category,sub_sub_category,gender
4990,sports & outdoors,team shop,team clothing,unisex
4991,sports & outdoors,team shop,team clothing,None
4992,clothing,denim,None,plus size
4994,sports & outdoors,team shop,team accessories,unisex
4995,,None,None,unisex
4996,clothing,tops,None,womens
4997,sports & outdoors,team shop,team clothing,unisex
4998,sports & outdoors,team shop,team clothing,unisex
4999,clothing,sleepwear & loungewear,None,womens
5000,sports & outdoors,team shop,None,unisex
5001,sports & outdoors,team shop,None,unisex
5002,sports & outdoors,team shop,team clothing,unisex
5003,accessories,jewelry,necklaces,womens
5004,,None,None,None
5005,,None,None,None
5006,sports & outdoors,team shop,team clothing,unisex
5007,clothing,swimwear,swim & board shorts,mens
5008,sports & outdoors,team shop,team clothing,unisex
5009,sports & outdoors,team shop,team clothing,unisex
5011,,None,None,None
5012,,None,None,unisex
5013,,None,None,None
5014,clothing,denim,None,mens
5015,sports & outdoors,team shop,team clothing,unisex
5016,clothing,tops,None,plus size
5018,clothing,underwear & intimates,underwear,mens
5019,sports & outdoors,team shop,team clothing,unisex
5020,kids & baby,boys clothing,boys sweaters,boys
5021,sports & outdoors,team shop,team clothing,unisex
5022,sports & outdoors,team shop,team accessories,None
5023,sports & outdoors,team shop,team clothing,None
5026,kids & baby,girls clothing,girls sweaters,girls
5027,sports & outdoors,team shop,team clothing,unisex
5028,sports & outdoors,team shop,team accessories,unisex
5029,sports & outdoors,team shop,team clothing,unisex
5030,sports & outdoors,team shop,team kids & baby,baby & toddler
5031,kids & baby,girls clothing,None,baby & toddler
5032,sports & outdoors,team shop,team clothing,unisex
5033,kids & baby,None,None,kids
5035,sports & outdoors,team shop,team clothing,None
5036,clothing,tops,dress shirts,mens
5037,sports & outdoors,team shop,team clothing,unisex
5038,kids & baby,girls clothing,None,baby & toddler
5039,sports & outdoors,team shop,team accessories,None
5040,sports & outdoors,team shop,team clothing,unisex
5041,sports & outdoors,team shop,team clothing,unisex
5042,sports & outdoors,team shop,team clothing,unisex
5043,,None,None,None
5044,,None,None,unisex
5045,sports & outdoors,team shop,team clothing,unisex
5046,accessories,jewelry,None,mens
5048,clothing,outerwear,blazers,womens
5049,,None,None,unisex
5050,,None,None,None
5051,sports & outdoors,team shop,team clothing,None
5052,,None,None,womens
5054,,None,None,None
5055,sports & outdoors,team shop,team clothing,unisex
5056,clothing,underwear & intimates,bras,womens
5057,health & beauty,health care,supports & braces,unisex
5058,sports & outdoors,team shop,team clothing,unisex
5059,clothing,pants,None,mens
5060,shoes,pumps,None,womens
5061,sports & outdoors,team shop,team clothing,unisex
5062,shoes,None,None,baby & toddler
5063,sports & outdoors,team shop,team clothing,unisex
5064,shoes,None,None,unisex
5065,clothing,dresses,cocktail dresses,womens
5066,kids & baby,girls clothing,girls dresses,girls
5067,clothing,tops,dress shirts,mens
5068,clothing,outerwear,capes & ponchos,womens
5069,kids & baby,boys clothing,boys suits & separates,baby & toddler
5070,sports & outdoors,team shop,team clothing,unisex
5071,sports & outdoors,team shop,team accessories,unisex
5072,shoes,None,None,mens
5074,accessories,luggage & bags,business bags,unisex
5075,clothing,tops,None,mens
5076,sports & outdoors,team shop,team clothing,unisex
5077,,None,None,None
5078,shoes,None,None,mens
5079,,None,None,unisex
5080,clothing,dresses,None,womens
5082,sports & outdoors,team shop,team clothing,unisex
5083,clothing,activewear,active tops,boys
5084,,None,None,unisex
5085,,None,None,None
5086,clothing,shorts,None,womens
5087,sports & outdoors,team shop,team clothing,unisex
5089,sports & outdoors,team shop,team accessories,unisex
5090,clothing,tops,dress shirts,mens
5091,sports & outdoors,team shop,team clothing,unisex
5092,sports & outdoors,team shop,team clothing,None
5093,kids & baby,girls clothing,None,baby & toddler
5094,sports & outdoors,team shop,team clothing,unisex
5095,clothing,outerwear,None,plus size
5097,clothing,tops,dress shirts,mens
5098,clothing,underwear & intimates,bras,womens
5099,clothing,underwear & intimates,bras,womens
5100,accessories,None,None,unisex
5101,clothing,activewear,None,womens
5102,sports & outdoors,team shop,None,unisex
5103,sports & outdoors,team shop,None,None
5104,clothing,sweaters,None,womens
5105,,None,None,unisex
5106,,None,None,unisex
5107,,None,None,None
5108,clothing,dresses,day dresses,womens
5110,sports & outdoors,team shop,team clothing,unisex
5111,clothing,underwear & intimates,bras,womens
5112,shoes,boots,None,mens
5113,clothing,tops,None,mens
5114,clothing,underwear & intimates,bras,womens
5115,,None,None,unisex
5116,sports & outdoors,team shop,team clothing,unisex
5117,sports & outdoors,team shop,team accessories,unisex
5119,sports & outdoors,team shop,team accessories,unisex
5120,clothing,None,None,womens
5121,sports & outdoors,team shop,team clothing,None
5122,sports & outdoors,team shop,team clothing,unisex
5123,sports & outdoors,team shop,team clothing,unisex
5124,clothing,tops,None,mens
5125,clothing,outerwear,trench coats,womens
5126,clothing,dresses,evening dresses,womens
5128,sports & outdoors,team shop,team clothing,None
5129,sports & outdoors,team shop,team clothing,unisex
5130,,None,None,unisex
5132,sports & outdoors,team shop,team clothing,unisex
5133,sports & outdoors,team shop,team clothing,unisex
5135,clothing,tops,None,mens
5136,shoes,sandals,None,womens
5137,sports & outdoors,team shop,team clothing,unisex
5138,sports & outdoors,team shop,team clothing,unisex
5141,clothing,outerwear,None,womens
5142,sports & outdoors,team shop,None,unisex
5143,clothing,skirts,None,womens
5145,accessories,luggage & bags,backpacks,unisex
5146,sports & outdoors,team shop,team clothing,unisex
5147,accessories,handbags,crossbody bags,unisex
5149,clothing,None,None,womens
5150,sports & outdoors,team shop,team accessories,unisex
5151,sports & outdoors,team shop,team clothing,unisex
5152,sports & outdoors,team shop,team clothing,unisex
5153,sports & outdoors,team shop,team clothing,unisex
5154,,None,None,unisex
5155,,None,None,womens
5157,sports & outdoors,team shop,team clothing,None
5158,,None,None,unisex
5159,shoes,sneakers & athletic shoes,None,mens
5160,clothing,dresses,None,womens
5161,sports & outdoors,team shop,team clothing,unisex
5162,sports & outdoors,team shop,team clothing,unisex
5163,sports & outdoors,team shop,team clothing,unisex
5164,,None,None,mens
5166,clothing,tops,None,womens
5167,accessories,handbags,backpack handbags,unisex
5168,clothing,pants,None,mens
5169,accessories,watches,None,womens
5170,sports & outdoors,team shop,team clothing,unisex
5171,sports & outdoors,team shop,team clothing,None
5172,clothing,tops,None,womens
5173,sports & outdoors,team shop,team clothing,unisex
5174,sports & outdoors,team shop,team accessories,unisex
5175,sports & outdoors,team shop,team clothing,unisex
5176,clothing,denim,straight leg,plus size
5177,,None,None,None
5178,,None,None,unisex
5179,shoes,boots,None,womens
5180,,None,None,womens
5181,clothing,tops,None,womens
5182,clothing,denim,None,womens
5183,clothing,outerwear,None,womens
5184,accessories,jewelry,rings,unisex
5185,,None,None,unisex
5186,health & beauty,beauty,None,None
5187,clothing,tops,polo shirts,mens
5188,kids & baby,boys clothing,None,boys
5189,,None,None,None
5190,sports & outdoors,team shop,team clothing,unisex
5191,,None,None,unisex
5192,clothing,tops,None,womens
5193,clothing,dresses,None,womens
5194,automotive,auto interior accessories,None,None
5195,sports & outdoors,team shop,None,unisex
5196,accessories,watches,None,womens
5197,clothing,dresses,None,womens
5198,,None,None,unisex
5199,clothing,outerwear,blazers,mens
5200,clothing,sweaters,None,womens
5202,,None,None,None
5203,sports & outdoors,team shop,team clothing,unisex
5205,accessories,watches,None,womens
5206,sports & outdoors,team shop,team clothing,unisex
5207,sports & outdoors,team shop,team clothing,unisex
5208,sports & outdoors,team shop,team clothing,unisex
5209,kids & baby,boys clothing,boys shirts & tops,boys
5210,kids & baby,boys clothing,boys shirts & tops,baby & toddler
5211,sports & outdoors,team shop,team clothing,unisex
5212,sports & outdoors,team shop,team clothing,unisex
5213,sports & outdoors,team shop,team clothing,None
5214,sports & outdoors,team shop,team clothing,unisex
5215,,None,None,None
5216,clothing,activewear,None,womens
5218,sports & outdoors,team shop,team clothing,None
5220,sports & outdoors,team shop,team accessories,unisex
5221,sports & outdoors,team shop,team kids & baby,baby & toddler
5222,kids & baby,baby,baby clothes,baby boys
5223,clothing,dresses,None,womens
5224,sports & outdoors,team shop,team clothing,unisex
5225,,None,None,None
5226,clothing,tops,dress shirts,mens
5228,kids & baby,boys clothing,boys suits & separates,baby & toddler
5229,shoes,boots,None,mens
5230,clothing,denim,None,mens
5231,,None,None,None
5232,,None,None,None
5233,clothing,sleepwear & loungewear,None,plus size
5234,sports & outdoors,team shop,None,None
5235,clothing,denim,None,womens
5236,,None,None,unisex
5238,sports & outdoors,team shop,team clothing,unisex
5239,sports & outdoors,team shop,team clothing,unisex
5240,shoes,None,None,womens
5241,sports & outdoors,team shop,team accessories,unisex
5242,sports & outdoors,team shop,team clothing,unisex
5243,sports & outdoors,team shop,team clothing,unisex
5244,sports & outdoors,team shop,team clothing,unisex
5245,,None,None,None
5246,shoes,sandals,None,womens
5247,clothing,dresses,None,womens
5248,,None,None,unisex
5249,clothing,tops,None,womens
5250,clothing,shorts,None,mens
5251,,None,None,None
5252,sports & outdoors,team shop,team accessories,unisex
5253,clothing,swimwear,swim bottoms,womens
5254,accessories,jewelry,bracelets,unisex
5255,clothing,dresses,cocktail dresses,womens
5256,clothing,dresses,None,womens
5258,,None,None,None
5259,clothing,swimwear,swim bottoms,womens
5260,home & pet,pet,dog,unisex
5262,,None,None,None
5263,sports & outdoors,team shop,team clothing,unisex
5264,clothing,tops,None,womens
5265,sports & outdoors,team shop,team clothing,unisex
5266,clothing,denim,None,plus size
5267,sports & outdoors,team shop,team home & pet,None
5268,,None,None,None
5269,accessories,jewelry,earrings,None
5271,clothing,sweaters,None,mens
5272,sports & outdoors,team shop,team clothing,unisex
5273,kids & baby,boys clothing,boys pants & shorts,baby & toddler
5274,shoes,None,None,kids
5275,sports & outdoors,team shop,team accessories,unisex
5276,sports & outdoors,team shop,team clothing,unisex
5277,clothing,tops,None,womens
5278,automotive,auto exterior accessories,None,None
5279,,None,None,unisex
5280,clothing,shorts,None,plus size
5281,sports & outdoors,team shop,team clothing,unisex
5282,sports & outdoors,team shop,team clothing,unisex
5283,sports & outdoors,team shop,team clothing,unisex
5284,sports & outdoors,team shop,team accessories,unisex
5285,sports & outdoors,team shop,team accessories,unisex
5286,sports & outdoors,team shop,team kids & baby,kids
5287,,None,None,None
5288,sports & outdoors,team shop,team accessories,unisex
5289,shoes,None,None,womens
5290,clothing,outerwear,leather & faux leather,womens
5291,sports & outdoors,team shop,team clothing,unisex
5292,,None,None,None
5293,shoes,loafers,None,womens
5294,sports & outdoors,team shop,team clothing,None
5295,,None,None,unisex
5296,sports & outdoors,team shop,team clothing,unisex
5298,kids & baby,boys clothing,None,baby & toddler
5299,sports & outdoors,team shop,team clothing,unisex
5300,sports & outdoors,team shop,team clothing,unisex
5302,,None,None,unisex
5304,clothing,dresses,None,womens
5305,accessories,luggage & bags,backpacks,unisex
5306,,None,None,None
5307,home & pet,kitchen & dining,dining,None
5308,clothing,tops,None,womens
5309,,None,None,unisex
5310,clothing,denim,flare,womens
5312,sports & outdoors,team shop,team clothing,unisex
5313,sports & outdoors,team shop,team clothing,None
5314,sports & outdoors,team shop,None,unisex
5316,sports & outdoors,team shop,team clothing,unisex
5317,sports & outdoors,team shop,team clothing,unisex
5318,clothing,sweaters,cardigans,womens
5319,accessories,jewelry,bracelets,mens
5320,,None,None,unisex
5321,clothing,tops,None,womens
5323,shoes,None,None,womens
5324,shoes,sandals,None,womens
5325,clothing,skirts,None,womens
5326,sports & outdoors,team shop,team accessories,None
5327,accessories,scarves & shawls,None,mens
5328,,None,None,None
5329,,None,None,None
5330,sports & outdoors,team shop,team clothing,unisex
5331,sports & outdoors,team shop,team clothing,unisex
5332,sports & outdoors,team shop,team accessories,unisex
5333,,None,None,None
5334,clothing,tops,dress shirts,mens
5335,sports & outdoors,team shop,team clothing,unisex
5336,sports & outdoors,team shop,team clothing,unisex
5338,sports & outdoors,team shop,team clothing,unisex
5339,clothing,None,None,womens
5340,sports & outdoors,team shop,team clothing,unisex
5341,clothing,pants,None,mens
5343,,None,None,None
5344,sports & outdoors,team shop,team clothing,unisex
5345,clothing,tops,None,womens
5346,,None,None,unisex
5347,sports & outdoors,team shop,team clothing,unisex
5348,clothing,skirts,None,womens
5349,clothing,swimwear,None,womens
5350,clothing,tops,dress shirts,mens
5351,accessories,handbags,clutches & special occasion bags,womens
5352,clothing,activewear,active pants,mens
5353,clothing,dresses,day dresses,womens
5354,sports & outdoors,team shop,team accessories,unisex
5356,sports & outdoors,team shop,team clothing,None
5357,,None,None,unisex
5358,clothing,tops,None,womens
5360,sports & outdoors,team shop,team clothing,None
5361,,None,None,None
5362,sports & outdoors,team shop,team clothing,unisex
5363,sports & outdoors,team shop,team clothing,unisex
5364,sports & outdoors,team shop,team clothing,unisex
5365,sports & outdoors,team shop,team accessories,unisex
5366,kids & baby,girls clothing,girls sleep & underwear,baby & toddler
5367,clothing,pants,None,mens
5368,,None,None,unisex
5369,sports & outdoors,team shop,team clothing,unisex
5370,shoes,sandals,None,womens
5371,,None,None,None
5372,,None,None,None
5373,,None,None,None
5374,,None,None,None
5375,sports & outdoors,team shop,team clothing,unisex
5376,automotive,auto exterior accessories,None,None
5379,,None,None,unisex
5380,sports & outdoors,team shop,team accessories,unisex
5381,sports & outdoors,team shop,team clothing,unisex
